driver_id,age,vehicle_age_yrs,speeding_pct,harsh_braking_per100km,harsh_accel_per100km,cornering_per100km,night_driving_pct,phone_use_per_trip,max_speed_kmh,monthly_km,harsh_event_index,speed_risk_index,distraction_score,risk_score,risk_tier,is_high_risk
DRV-1043,39,13,0.1944,8.35,7.62,6.92,0.1911,2.52,116.0,290,0.4324,0.3169,0.315,99.7,High,1
DRV-1044,35,4,0.1753,7.63,4.86,4.65,0.154,1.92,102.4,225,0.3266,0.2554,0.24,98.8,High,1
DRV-1045,36,8,0.0732,4.29,3.49,3.11,0.1625,1.38,105.8,430,0.2062,0.212,0.1725,0.0,Low,0
DRV-1046,18,3,0.02,2.22,3.88,1.57,0.0951,0.89,115.3,452,0.1405,0.2184,0.1112,0.0,Low,0
DRV-1047,28,1,0.0206,5.76,3.61,3.35,0.1259,1.23,110.6,193,0.2424,0.2011,0.1538,0.7,Low,0
DRV-1048,59,4,0.1826,10.24,8.71,8.24,0.2631,2.91,142.3,253,0.5148,0.4091,0.3638,99.8,High,1
DRV-1049,28,2,0.0658,5.94,5.02,7.99,0.1193,1.6,123.1,725,0.3623,0.2728,0.2,45.4,Moderate,1
DRV-1050,18,6,0.2141,8.03,7.81,5.0,0.2025,2.27,116.5,136,0.3908,0.3296,0.2838,100.0,High,1
DRV-1051,48,0,0.2148,5.31,6.54,4.08,0.1498,1.56,126.8,176,0.2968,0.3686,0.195,91.5,High,1
DRV-1052,40,1,0.0,6.93,2.51,4.09,0.0787,1.54,109.6,781,0.2622,0.186,0.1925,5.4,Low,0
DRV-1053,41,8,0.0161,2.55,3.67,3.18,0.0661,1.16,91.9,360,0.1758,0.1285,0.145,0.1,Low,0
DRV-1054,36,2,0.0083,3.56,4.42,3.31,0.1335,1.16,125.8,138,0.2111,0.2513,0.145,5.6,Low,0
DRV-1055,48,0,0.0407,2.79,1.75,1.49,0.0824,1.71,106.3,785,0.1148,0.196,0.2138,0.0,Low,0
DRV-1056,56,9,0.2148,5.62,5.6,4.48,0.1351,3.8,114.9,122,0.2953,0.324,0.475,96.8,High,1
DRV-1057,31,1,0.0,1.1,0.59,0.19,0.0314,0.34,79.5,200,0.0356,0.0731,0.0425,0.0,Low,0
DRV-1058,45,14,0.1186,5.43,4.4,4.68,0.1564,1.27,102.6,699,0.2755,0.225,0.1588,11.3,Low,0
DRV-1059,51,1,0.157,2.52,2.79,2.0,0.1507,1.18,94.4,549,0.1369,0.2154,0.1475,0.1,Low,0
DRV-1060,31,5,0.2471,10.8,8.33,5.62,0.2111,2.23,129.0,593,0.4672,0.3947,0.2788,100.0,High,1
DRV-1061,56,0,0.0486,3.37,3.08,4.55,0.1263,1.6,97.7,246,0.2097,0.1681,0.2,1.4,Low,0
DRV-1062,51,4,0.1581,5.32,4.91,6.15,0.1316,1.92,111.4,262,0.3112,0.2797,0.24,91.2,High,1
DRV-1063,23,4,0.0864,8.7,4.26,3.64,0.1507,1.37,96.8,140,0.3178,0.1855,0.1713,13.2,Low,0
DRV-1064,57,11,0.1092,3.7,6.27,2.29,0.1232,1.18,92.4,478,0.2243,0.1816,0.1475,0.7,Low,0
DRV-1065,23,0,0.1231,7.58,2.66,2.26,0.1317,0.98,81.9,542,0.2411,0.1498,0.1225,0.7,Low,0
DRV-1066,29,0,0.0,1.63,2.39,2.0,0.0811,2.52,93.6,277,0.1124,0.126,0.315,0.7,Low,0
DRV-1067,46,3,0.0465,2.27,9.74,1.42,0.0546,0.99,89.2,497,0.2361,0.1351,0.1238,0.6,Low,0
DRV-1068,50,3,0.075,3.51,3.27,2.08,0.0951,1.4,97.3,392,0.1663,0.1811,0.175,0.1,Low,0
DRV-1069,39,1,0.1095,3.3,3.57,2.23,0.0934,1.0,108.2,219,0.1701,0.241,0.125,0.0,Low,0
DRV-1070,30,9,0.143,6.37,5.45,3.75,0.1395,1.29,90.9,302,0.2932,0.1945,0.1612,13.3,Low,0
DRV-1071,34,0,0.1167,3.36,2.87,2.49,0.1152,2.05,91.6,327,0.1648,0.1827,0.2562,0.4,Low,0
DRV-1072,33,4,0.1494,6.38,4.9,5.21,0.2425,1.7,100.5,543,0.3135,0.234,0.2125,95.5,High,1
DRV-1073,48,2,0.1509,3.38,2.97,2.77,0.1485,1.85,114.0,456,0.1725,0.2855,0.2312,5.5,Low,0
DRV-1074,33,6,0.0,3.21,1.51,1.35,0.0643,0.28,92.5,462,0.1164,0.1219,0.035,0.0,Low,0
DRV-1075,30,5,0.0,2.36,2.62,3.13,0.1198,1.4,110.6,876,0.1535,0.1898,0.175,0.1,Low,0
DRV-1076,20,0,0.0,5.33,5.8,4.43,0.1361,1.76,133.6,113,0.2919,0.276,0.22,88.8,High,1
DRV-1077,30,1,0.0883,3.52,3.04,2.25,0.1399,0.93,96.1,172,0.1661,0.1839,0.1162,0.0,Low,0
DRV-1078,36,9,0.0,1.99,2.06,0.5,0.032,0.31,72.8,217,0.0841,0.048,0.0388,0.0,Low,0
DRV-1079,24,0,0.1044,4.47,2.49,3.24,0.1446,0.85,76.9,421,0.1957,0.1208,0.1062,0.5,Low,0
DRV-1080,18,11,0.0,5.44,3.66,2.91,0.1222,1.31,93.7,642,0.228,0.1264,0.1638,0.6,Low,0
DRV-1081,49,0,0.0955,10.1,4.43,3.65,0.1368,1.55,106.8,361,0.3488,0.228,0.1938,68.7,Moderate,0
DRV-1082,25,0,0.1851,7.58,5.64,3.65,0.2167,1.71,91.1,172,0.3186,0.2184,0.2138,93.5,High,1
DRV-1083,22,3,0.0594,4.83,3.67,3.87,0.1096,2.01,94.8,567,0.2352,0.1632,0.2512,0.9,Low,0
DRV-1084,56,8,0.0276,1.01,2.73,1.56,0.0267,0.89,79.7,355,0.0969,0.0891,0.1112,0.0,Low,0
DRV-1085,48,15,0.1131,5.55,5.51,4.03,0.1883,1.52,124.2,102,0.2834,0.303,0.19,94.0,High,1
DRV-1086,50,3,0.0169,3.68,1.36,0.91,0.0434,0.23,75.7,303,0.1145,0.0682,0.0288,0.0,Low,0
DRV-1087,44,8,0.0562,2.87,1.31,0.61,0.0483,0.26,86.2,494,0.0914,0.1292,0.0325,0.0,Low,0
DRV-1088,53,1,0.2345,6.61,5.36,6.52,0.2418,2.0,142.9,1109,0.3519,0.4399,0.25,99.1,High,1
DRV-1089,48,1,0.1469,5.75,4.24,3.95,0.1645,1.46,90.6,180,0.2647,0.1955,0.1825,60.7,Moderate,1
DRV-1090,33,10,0.0,0.87,1.45,1.6,0.0421,0.36,95.8,608,0.0736,0.1342,0.045,0.0,Low,0
DRV-1091,25,8,0.0276,2.97,1.87,2.96,0.07,0.93,97.2,198,0.1498,0.1547,0.1162,0.0,Low,0
DRV-1092,22,0,0.1702,5.02,4.11,3.74,0.1321,1.54,125.4,199,0.2437,0.3389,0.1925,24.5,Low,0
DRV-1093,36,17,0.0466,6.2,6.03,3.06,0.1247,1.17,116.2,199,0.2857,0.2364,0.1462,5.9,Low,0
DRV-1094,24,2,0.0883,5.78,3.24,2.81,0.0958,1.5,94.7,567,0.2258,0.1787,0.1875,0.1,Low,0
DRV-1095,28,8,0.0239,3.78,1.49,2.34,0.097,0.64,90.8,480,0.1472,0.1286,0.08,0.0,Low,0
DRV-1096,36,2,0.1313,6.67,4.1,3.47,0.1672,2.54,93.9,313,0.2711,0.1993,0.3175,62.2,Moderate,1
DRV-1097,54,1,0.0831,5.12,4.69,4.34,0.1491,1.89,106.6,303,0.2674,0.2205,0.2362,78.7,High,1
DRV-1098,19,10,0.1167,7.98,7.22,5.6,0.2009,2.29,132.4,404,0.3919,0.3357,0.2862,99.9,High,1
DRV-1099,38,16,0.0618,5.05,1.11,3.52,0.0793,1.22,90.6,527,0.1899,0.1487,0.1525,0.2,Low,0
DRV-1100,22,3,0.133,5.89,4.2,2.46,0.0698,1.33,106.6,343,0.237,0.2479,0.1662,2.9,Low,0
DRV-1101,31,1,0.0021,5.14,4.19,4.78,0.1053,2.13,124.1,178,0.2682,0.2415,0.2662,26.6,Low,0
DRV-1102,49,10,0.1271,4.49,3.57,3.4,0.1948,1.23,98.8,907,0.2173,0.2154,0.1538,1.7,Low,0
DRV-1103,27,7,0.1743,4.84,4.04,2.53,0.1133,1.33,118.7,495,0.2147,0.316,0.1662,1.0,Low,0
DRV-1104,34,0,0.0918,4.36,1.83,3.13,0.0969,0.7,96.0,811,0.1803,0.1855,0.0875,0.0,Low,0
DRV-1105,39,0,0.0604,4.9,4.04,2.03,0.0886,1.86,83.8,131,0.2059,0.1225,0.2325,1.2,Low,0
DRV-1106,46,4,0.0028,2.93,2.21,4.33,0.0703,0.63,91.8,251,0.182,0.1208,0.0788,0.1,Low,0
DRV-1107,31,3,0.2385,8.63,7.47,5.9,0.2146,2.6,134.8,192,0.4151,0.4117,0.325,100.0,High,1
DRV-1108,53,6,0.1141,3.68,4.23,6.71,0.0973,1.1,92.6,783,0.2783,0.185,0.1375,2.3,Low,0
DRV-1109,32,1,0.0458,3.45,1.39,2.08,0.0657,0.98,76.7,428,0.1338,0.0878,0.1225,0.0,Low,0
DRV-1110,43,0,0.0839,3.35,2.73,2.63,0.1664,2.69,88.8,309,0.1651,0.1541,0.3362,2.7,Low,0
DRV-1111,35,10,0.0,1.3,1.24,2.99,0.0645,0.39,80.3,389,0.1065,0.0761,0.0488,0.0,Low,0
DRV-1112,46,2,0.164,6.84,6.23,3.54,0.1696,1.76,101.3,285,0.3114,0.2451,0.22,97.9,High,1
DRV-1113,62,3,0.1381,4.87,3.41,3.04,0.111,1.63,119.9,197,0.215,0.3006,0.2037,3.4,Low,0
DRV-1114,34,5,0.1373,4.62,4.57,2.86,0.1137,1.28,79.2,444,0.2258,0.1475,0.16,0.0,Low,0
DRV-1115,37,3,0.0432,1.43,2.45,0.96,0.0784,0.86,89.7,241,0.0886,0.1351,0.1075,0.0,Low,0
DRV-1116,32,5,0.161,6.76,2.01,2.58,0.0769,0.73,100.1,408,0.2203,0.2389,0.0912,0.1,Low,0
DRV-1117,30,11,0.0323,2.59,3.48,1.66,0.1278,0.89,84.4,59,0.143,0.1093,0.1112,0.1,Low,0
DRV-1118,29,1,0.1128,1.44,3.97,2.15,0.0439,0.86,85.4,221,0.138,0.1573,0.1075,0.1,Low,0
DRV-1119,37,7,0.0355,3.1,2.36,2.71,0.0826,1.75,94.1,400,0.1555,0.1474,0.2188,0.0,Low,0
DRV-1120,28,13,0.0916,2.53,1.22,0.62,0.1086,1.09,84.8,185,0.0833,0.1434,0.1362,0.0,Low,0
DRV-1121,29,2,0.1761,5.11,2.98,5.04,0.1374,1.02,111.3,169,0.2527,0.2892,0.1275,4.8,Low,0
DRV-1122,18,15,0.1326,5.6,6.29,3.47,0.2161,1.52,121.2,387,0.2862,0.3024,0.19,78.4,High,1
DRV-1123,54,2,0.107,0.7,1.61,0.63,0.0945,0.39,74.5,752,0.0534,0.1132,0.0488,0.0,Low,0
DRV-1124,57,7,0.1291,4.24,3.14,3.82,0.0989,1.09,85.0,241,0.2135,0.1648,0.1362,0.1,Low,0
DRV-1125,45,2,0.0,2.87,1.66,0.67,0.0244,1.0,87.5,351,0.0985,0.1031,0.125,0.0,Low,0
DRV-1126,27,2,0.1355,6.67,5.04,4.34,0.1962,1.72,108.2,285,0.3042,0.2553,0.215,97.1,High,1
DRV-1127,22,5,0.0818,2.14,0.72,1.47,0.0591,0.7,76.8,109,0.0842,0.108,0.0875,0.0,Low,0
DRV-1128,19,0,0.1352,3.66,3.48,1.97,0.0748,1.42,100.9,770,0.1706,0.2277,0.1775,0.1,Low,0
DRV-1129,45,1,0.0812,5.99,4.43,3.73,0.1849,1.75,107.8,192,0.2682,0.2239,0.2188,86.0,High,1
DRV-1130,53,3,0.0884,3.44,3.29,2.28,0.1295,2.4,105.8,341,0.1692,0.2204,0.3,0.8,Low,0
DRV-1131,39,10,0.076,3.44,2.1,1.56,0.0768,1.04,124.7,288,0.135,0.2844,0.13,1.5,Low,0
DRV-1132,48,1,0.0,0.94,1.77,0.53,0.0236,1.17,93.4,148,0.0589,0.1253,0.1462,0.0,Low,0
DRV-1133,43,13,0.2215,7.21,2.61,2.87,0.1439,1.62,114.4,857,0.2451,0.3258,0.2025,15.2,Low,0
DRV-1134,28,3,0.1253,4.78,3.65,3.02,0.1992,1.6,111.6,587,0.2168,0.2624,0.2,1.2,Low,0
DRV-1135,50,8,0.2867,11.02,9.07,6.64,0.2775,3.05,147.3,250,0.5044,0.4851,0.3812,100.0,High,1
DRV-1136,49,3,0.2384,9.44,5.14,5.12,0.1781,1.77,124.5,456,0.3769,0.373,0.2212,98.9,High,1
DRV-1137,26,3,0.0473,5.19,2.52,2.2,0.0796,0.75,101.6,325,0.1898,0.182,0.0938,0.0,Low,0
DRV-1138,47,4,0.2532,8.01,10.0,5.37,0.2168,2.35,134.4,386,0.4343,0.4183,0.2938,99.9,High,1
DRV-1139,36,0,0.0,3.78,2.58,1.69,0.0583,0.95,96.1,231,0.1524,0.1354,0.1188,0.0,Low,0
DRV-1140,34,6,0.0774,4.09,3.46,2.48,0.1127,1.07,88.2,339,0.1891,0.1483,0.1338,0.0,Low,0
DRV-1141,42,3,0.2681,7.82,6.83,5.39,0.2337,2.08,109.3,267,0.378,0.3323,0.26,99.6,High,1
DRV-1142,42,1,0.1348,1.47,2.81,1.57,0.0544,0.61,94.8,321,0.1076,0.2046,0.0762,0.0,Low,0
DRV-1143,48,0,0.0118,2.62,2.78,3.23,0.1231,0.6,79.8,687,0.1633,0.0807,0.075,0.0,Low,0
DRV-1144,27,6,0.0706,4.56,5.86,3.93,0.187,1.4,116.6,1528,0.2675,0.2511,0.175,33.2,Low,0
DRV-1145,44,1,0.2274,7.89,6.99,4.76,0.2303,2.13,140.3,277,0.3695,0.4262,0.2662,99.8,High,1
DRV-1146,24,7,0.0737,3.84,3.52,3.58,0.1232,1.19,102.7,327,0.2071,0.2007,0.1488,0.0,Low,0
DRV-1147,35,3,0.1676,7.88,5.7,4.25,0.2116,2.14,136.5,285,0.3376,0.3791,0.2675,99.8,High,1
DRV-1148,36,1,0.2834,9.32,6.73,6.66,0.2162,2.58,135.9,397,0.4318,0.4405,0.3225,100.0,High,1
DRV-1149,49,3,0.1989,10.57,8.24,6.45,0.3208,3.21,133.2,338,0.4777,0.3839,0.4012,100.0,High,1
DRV-1150,38,0,0.0044,5.2,3.56,3.08,0.1126,1.63,108.8,2388,0.2249,0.1854,0.2037,1.2,Low,0
DRV-1151,34,1,0.0423,6.3,5.25,3.29,0.2147,1.48,97.6,109,0.2793,0.1643,0.185,26.1,Low,0
DRV-1152,55,5,0.1845,8.29,5.75,4.39,0.225,1.9,110.5,835,0.3494,0.2909,0.2375,97.5,High,1
DRV-1153,32,14,0.0,1.39,1.98,3.26,0.0318,0.77,66.7,387,0.126,0.0251,0.0962,0.0,Low,0
DRV-1154,32,0,0.0265,2.73,1.46,1.23,0.099,0.69,81.3,185,0.1035,0.0944,0.0862,0.0,Low,0
DRV-1155,18,0,0.0,5.46,2.2,2.14,0.0984,0.68,121.2,1521,0.1887,0.2295,0.085,0.8,Low,0
DRV-1156,35,17,0.2152,5.17,6.34,3.66,0.1202,1.72,88.8,217,0.2823,0.2264,0.215,31.5,Low,0
DRV-1157,26,5,0.1784,2.34,2.81,1.12,0.0631,0.7,77.0,327,0.116,0.1619,0.0875,0.0,Low,0
DRV-1158,34,12,0.1027,8.35,4.96,4.53,0.1659,1.74,108.3,128,0.3403,0.2376,0.2175,97.8,High,1
DRV-1159,40,9,0.0927,2.85,2.42,2.86,0.0946,2.2,88.6,407,0.1545,0.1582,0.275,0.0,Low,0
DRV-1160,24,2,0.0,1.8,2.87,5.59,0.1351,0.46,92.9,239,0.1956,0.1234,0.0575,0.4,Low,0
DRV-1161,28,10,0.0134,1.19,1.34,0.82,0.0291,0.68,80.0,568,0.0625,0.0824,0.085,0.0,Low,0
DRV-1162,18,0,0.2793,5.91,9.58,4.16,0.1531,2.53,116.7,1847,0.3611,0.3662,0.3162,96.7,High,1
DRV-1163,31,1,0.0348,2.63,2.41,1.73,0.06,0.81,84.2,302,0.1274,0.1099,0.1013,0.0,Low,0
DRV-1164,26,0,0.0707,3.73,6.26,4.24,0.1487,0.92,94.4,57,0.2637,0.1679,0.115,5.8,Low,0
DRV-1165,63,7,0.0,3.2,0.92,1.25,0.0526,0.41,83.4,461,0.1043,0.0878,0.0512,0.0,Low,0
DRV-1166,56,1,0.1366,7.66,4.01,1.73,0.0678,0.71,93.9,213,0.2546,0.2023,0.0888,1.4,Low,0
DRV-1167,54,17,0.0,3.09,0.94,1.76,0.0488,1.49,109.5,1077,0.1127,0.1856,0.1862,0.2,Low,0
DRV-1168,22,10,0.114,5.23,5.42,3.26,0.1651,2.44,111.8,258,0.2601,0.257,0.305,70.8,High,1
DRV-1169,35,6,0.0555,2.08,4.67,1.62,0.0587,0.6,90.8,209,0.1518,0.146,0.075,0.0,Low,0
DRV-1170,23,3,0.0788,8.76,4.12,3.63,0.1399,1.7,77.1,224,0.3165,0.1075,0.2125,31.5,Low,0
DRV-1171,60,3,0.0584,1.34,0.53,1.69,0.05,0.42,84.4,478,0.0694,0.1236,0.0525,0.0,Low,0
DRV-1172,47,6,0.219,6.27,4.93,4.92,0.1271,1.69,89.9,321,0.306,0.2326,0.2112,79.0,High,1
DRV-1173,25,0,0.0,7.22,2.45,3.04,0.1187,1.86,103.7,793,0.246,0.1639,0.2325,1.3,Low,0
DRV-1174,42,1,0.1617,4.25,2.74,2.13,0.1062,0.37,90.0,232,0.1733,0.2014,0.0462,0.0,Low,0
DRV-1175,20,12,0.1745,9.81,7.51,7.49,0.271,3.23,149.0,1076,0.4712,0.4297,0.4038,99.6,High,1
DRV-1176,36,7,0.1512,6.35,2.3,1.83,0.0752,1.14,89.3,194,0.2019,0.193,0.1425,0.0,Low,0
DRV-1177,35,5,0.0666,2.12,1.83,3.09,0.0818,1.42,93.5,110,0.1347,0.1623,0.1775,0.1,Low,0
DRV-1178,46,0,0.0022,1.25,1.65,1.51,0.0386,0.53,95.5,568,0.0827,0.1343,0.0662,0.0,Low,0
DRV-1179,49,3,0.0635,3.05,2.65,2.9,0.1186,0.91,89.0,299,0.1632,0.1437,0.1138,0.0,Low,0
DRV-1180,38,12,0.1445,5.3,4.32,4.08,0.204,1.78,120.8,365,0.2596,0.3075,0.2225,77.4,High,1
DRV-1181,35,1,0.0971,4.61,3.91,2.19,0.0896,2.44,106.1,152,0.2012,0.2263,0.305,2.4,Low,0
DRV-1182,18,8,0.1275,8.35,5.34,4.83,0.1941,2.34,120.1,206,0.3526,0.2955,0.2925,100.0,High,1
DRV-1183,56,15,0.1031,4.04,4.52,2.99,0.1314,3.45,125.7,409,0.2159,0.3031,0.4312,13.8,Low,0
DRV-1184,30,1,0.1362,7.79,5.47,4.25,0.1876,1.9,127.9,309,0.332,0.3295,0.2375,99.9,High,1
DRV-1185,39,2,0.0,2.28,0.92,1.35,0.0868,0.36,67.0,165,0.0879,0.0262,0.045,0.0,Low,0
DRV-1186,65,5,0.0175,3.01,2.25,2.4,0.0814,1.86,107.1,370,0.1457,0.1862,0.2325,0.1,Low,0
DRV-1187,23,3,0.0041,3.02,3.19,1.68,0.0709,0.79,88.8,799,0.1472,0.1103,0.0988,0.0,Low,0
DRV-1188,38,6,0.0245,2.49,1.85,1.95,0.0611,0.8,100.9,339,0.1196,0.1668,0.1,0.0,Low,0
DRV-1189,43,4,0.1239,5.91,2.92,2.43,0.1179,1.89,105.9,660,0.2155,0.2403,0.2362,0.6,Low,0
DRV-1190,51,3,0.0291,1.03,1.39,0.85,0.072,0.57,60.0,207,0.0608,0.016,0.0712,0.0,Low,0
DRV-1191,38,3,0.2639,6.72,5.59,4.2,0.2129,1.71,120.5,442,0.3116,0.372,0.2138,97.0,High,1
DRV-1192,52,1,0.0,0.52,1.09,1.03,0.1102,0.36,80.7,544,0.0492,0.0776,0.045,0.0,Low,0
DRV-1193,33,1,0.3235,12.85,13.06,7.43,0.2558,4.07,142.0,205,0.6233,0.4854,0.5088,99.7,High,1
DRV-1194,44,0,0.1137,4.37,4.26,5.12,0.1505,1.4,100.8,1184,0.2608,0.2155,0.175,12.9,Low,0
DRV-1195,42,2,0.2049,5.73,5.24,5.35,0.1617,2.18,125.1,548,0.3089,0.3568,0.2725,98.5,High,1
DRV-1196,36,8,0.1529,3.9,3.55,3.56,0.2162,1.37,94.1,196,0.2084,0.212,0.1713,1.3,Low,0
DRV-1197,41,0,0.0168,2.0,1.38,2.36,0.0484,0.27,99.5,316,0.1102,0.1574,0.0338,0.0,Low,0
DRV-1198,27,9,0.0618,3.82,2.01,1.29,0.103,0.63,73.5,195,0.1357,0.0846,0.0788,0.0,Low,0
DRV-1199,34,0,0.0332,3.55,4.21,3.59,0.124,1.32,101.3,172,0.213,0.1731,0.165,1.7,Low,0
DRV-1200,22,5,0.2065,5.85,5.11,4.48,0.1676,2.09,128.1,188,0.2918,0.369,0.2612,97.7,High,1
DRV-1201,32,0,0.0,3.93,3.4,1.62,0.0857,0.43,96.3,262,0.1677,0.1361,0.0538,0.0,Low,0
DRV-1202,51,4,0.1983,6.32,5.23,4.21,0.1308,2.42,116.9,152,0.2978,0.3224,0.3025,95.6,High,1
DRV-1203,43,7,0.2275,7.86,7.93,6.36,0.2131,2.74,129.8,732,0.4166,0.3869,0.3425,99.9,High,1
DRV-1204,41,8,0.041,3.51,3.88,2.23,0.0817,2.04,89.5,177,0.1795,0.1332,0.255,0.2,Low,0
DRV-1205,18,1,0.0,0.15,1.49,0.86,0.0224,0.16,66.1,216,0.045,0.0229,0.02,0.0,Low,0
DRV-1206,41,5,0.1617,11.3,5.5,4.59,0.1572,3.05,110.9,178,0.4095,0.2798,0.3812,99.3,High,1
DRV-1207,37,11,0.1355,3.5,1.65,4.96,0.0594,0.96,81.6,152,0.1967,0.1555,0.12,0.0,Low,0
DRV-1208,44,2,0.2459,1.93,6.12,1.44,0.1166,2.23,78.4,762,0.1694,0.2042,0.2788,6.2,Low,0
DRV-1209,54,4,0.2864,10.23,6.33,5.39,0.222,3.07,150.4,442,0.4179,0.4965,0.3838,99.9,High,1
DRV-1210,33,9,0.0,1.16,0.81,1.37,0.0212,0.58,64.6,572,0.0641,0.0172,0.0725,0.0,Low,0
DRV-1211,34,13,0.048,1.33,1.55,0.97,0.0376,0.68,95.8,1000,0.0718,0.1606,0.085,0.0,Low,0
DRV-1212,49,7,0.1005,2.58,2.89,1.58,0.0699,1.13,78.9,323,0.1314,0.1262,0.1412,0.0,Low,0
DRV-1213,30,8,0.2057,9.03,7.65,7.03,0.2631,2.71,127.4,835,0.4487,0.3659,0.3388,99.9,High,1
DRV-1214,39,0,0.0,1.27,4.64,1.31,0.1464,0.42,75.8,192,0.1289,0.0592,0.0525,0.3,Low,0
DRV-1215,18,4,0.1167,5.85,4.96,2.79,0.1128,1.81,94.2,187,0.2555,0.1924,0.2262,6.4,Low,0
DRV-1216,34,0,0.1207,2.87,4.04,2.6,0.0676,1.57,107.6,617,0.1767,0.2449,0.1962,0.4,Low,0
DRV-1217,53,4,0.0061,4.11,3.12,3.82,0.1013,1.41,110.6,448,0.2106,0.1931,0.1762,0.5,Low,0
DRV-1218,42,1,0.0162,4.1,1.82,1.49,0.0664,0.95,90.8,430,0.1421,0.1244,0.1188,0.0,Low,0
DRV-1219,48,5,0.0795,2.12,2.47,1.1,0.0405,0.49,122.8,575,0.1056,0.2792,0.0612,0.3,Low,0
DRV-1220,49,10,0.1125,5.21,3.36,3.2,0.1341,1.24,104.9,298,0.2242,0.2303,0.155,1.1,Low,0
DRV-1221,54,1,0.1246,5.34,1.5,0.93,0.0475,0.55,89.8,556,0.1504,0.1803,0.0688,0.0,Low,0
DRV-1222,33,6,0.0717,7.07,7.0,4.77,0.1597,1.6,107.5,967,0.3535,0.2176,0.2,90.6,High,1
DRV-1223,49,0,0.1778,1.57,1.08,2.17,0.0514,1.17,78.7,405,0.0928,0.1679,0.1462,0.0,Low,0
DRV-1224,64,0,0.1545,8.84,9.07,6.51,0.328,2.86,130.0,553,0.4582,0.3475,0.3575,99.7,High,1
DRV-1225,37,1,0.0,5.44,3.74,3.47,0.1318,1.27,116.5,155,0.2405,0.2119,0.1588,1.8,Low,0
DRV-1226,22,0,0.1603,5.86,5.42,3.76,0.18,1.8,124.3,3000,0.2827,0.3293,0.225,94.1,High,1
DRV-1227,30,4,0.0333,5.4,4.83,4.7,0.1442,1.27,118.7,139,0.2825,0.2384,0.1588,14.8,Low,0
DRV-1228,43,1,0.0691,10.14,3.68,1.81,0.1063,1.06,87.7,190,0.3003,0.1419,0.1325,1.1,Low,0
DRV-1229,18,5,0.0517,2.52,5.94,2.15,0.1705,1.25,99.9,234,0.1924,0.1781,0.1562,0.6,Low,0
DRV-1230,28,0,0.1008,4.8,7.79,6.97,0.1351,1.72,109.4,1223,0.3652,0.2407,0.215,41.8,Moderate,0
DRV-1231,34,8,0.0235,4.94,2.74,2.19,0.0799,0.81,102.1,184,0.1883,0.1708,0.1013,0.4,Low,0
DRV-1232,39,11,0.1953,5.97,5.17,4.29,0.1652,1.75,108.4,450,0.2914,0.2889,0.2188,94.0,High,1
DRV-1233,59,3,0.1379,8.27,4.79,4.89,0.1963,1.77,103.4,282,0.343,0.2386,0.2212,98.3,High,1
DRV-1234,46,18,0.2157,6.95,5.7,3.7,0.1397,1.96,120.6,185,0.308,0.3459,0.245,96.8,High,1
DRV-1235,24,4,0.1415,5.6,4.91,3.96,0.1311,2.32,125.3,648,0.273,0.3227,0.29,90.3,High,1
DRV-1236,75,5,0.0695,5.56,4.29,3.24,0.1207,1.37,101.7,256,0.2475,0.1946,0.1713,2.5,Low,0
DRV-1237,37,0,0.0,3.59,3.34,3.34,0.1296,0.78,103.5,540,0.1943,0.1631,0.0975,0.5,Low,0
DRV-1238,18,10,0.0397,2.33,2.89,2.17,0.0822,1.68,105.8,623,0.1382,0.1936,0.21,0.0,Low,0
DRV-1239,25,5,0.0,10.39,2.28,1.85,0.0972,0.92,88.4,1600,0.2828,0.1065,0.115,1.0,Low,0
DRV-1240,25,2,0.0477,6.63,5.18,10.66,0.1142,1.48,92.2,123,0.4321,0.147,0.185,22.9,Low,0
DRV-1241,21,7,0.0574,3.15,1.61,1.49,0.0246,0.76,70.1,285,0.1196,0.0694,0.095,0.0,Low,0
DRV-1242,44,0,0.0227,5.41,4.02,3.14,0.1202,2.41,101.4,400,0.238,0.1677,0.3012,4.4,Low,0
DRV-1243,18,0,0.1047,2.68,1.0,1.76,0.0595,0.21,79.2,313,0.1055,0.1296,0.0262,0.0,Low,0
DRV-1244,49,1,0.1346,6.58,5.16,5.57,0.1604,2.2,108.1,2151,0.329,0.2544,0.275,87.3,High,0
DRV-1245,47,3,0.0942,3.59,2.89,3.36,0.0866,1.08,101.9,371,0.1872,0.2089,0.135,0.1,Low,0
DRV-1246,32,5,0.0,1.95,2.99,1.95,0.0784,1.98,86.3,72,0.1278,0.0986,0.2475,1.0,Low,0
DRV-1247,48,5,0.0751,1.53,1.25,1.1,0.0828,0.3,94.8,365,0.0734,0.1718,0.0375,0.0,Low,0
DRV-1248,24,0,0.0188,1.73,0.66,0.75,0.1245,0.38,75.2,322,0.0606,0.0673,0.0475,0.4,Low,0
DRV-1249,27,0,0.0349,4.6,5.86,3.54,0.0913,1.77,112.6,228,0.2605,0.2164,0.2212,8.8,Low,0
DRV-1250,44,10,0.11,3.61,3.98,2.54,0.0909,0.99,113.7,299,0.1893,0.2619,0.1238,0.2,Low,0
DRV-1251,35,1,0.0,4.02,0.99,0.78,0.0513,1.64,98.2,149,0.1125,0.1433,0.205,0.1,Low,0
DRV-1252,30,11,0.0,1.38,0.31,0.49,0.0405,0.17,73.3,1202,0.0426,0.0499,0.0213,0.0,Low,0
